loss,mse,val_loss,val_mse
1.0986528079584779,1.058813214302063,1.0944935392474386,1.0547653436660767
1.0899875834490265,1.0503638982772827,1.0863693932321128,1.0468465089797974
1.0820765212092376,1.0426474809646606,1.0789588151179783,1.039621353149414
1.07482472887157,1.035573124885559,1.0721711046983045,1.0330015420913696
1.0681517468956736,1.0290591716766357,1.0659319732970824,1.0269147157669067
1.0619901619882248,1.0230435132980347,1.060178184076266,1.0213007926940918
1.0562830476376048,1.0174700021743774,1.054851394388413,1.0161007642745972
1.0509776473350667,1.0122871398925781,1.0499050532292669,1.0112711191177368
1.046030089553835,1.007449746131897,1.0452969005080353,1.0067702531814575
1.0414031597181257,1.0029267072677612,1.0409920831336226,1.0025638341903687
1.037063846787442,0.9986823797225952,1.0369578146446707,0.9986206889152527
1.0329830105740248,0.9946882128715515,1.033169730453216,0.9949164986610413
1.0291374502549895,0.9909241199493408,1.0296027610145204,0.9914278984069824
1.0255036205803942,0.9873650074005127,1.0262346919193017,0.9881317019462585
1.0220623759010987,0.9839922189712524,1.0230492320365765,0.9850133061408997
1.018797603597082,0.9807933568954468,1.0200304430283786,0.9820572137832642
1.0156941395652548,0.9777507781982422,1.0171620424671206,0.979246973991394
1.01273832702632,0.9748512506484985,1.0144340400958198,0.9765734672546387
1.0099188136212613,0.9720829725265503,1.0118348516867213,0.9740248322486877
1.0072251423607812,0.9694395065307617,1.009352790547934,0.9715898633003235
1.0046466058083912,0.9669069051742554,1.006979613820896,0.969261109828949
1.0021755734864648,0.9644776582717896,1.0047078391780384,0.9670311212539673
0.9998048901301676,0.96214759349823,1.0025298723480618,0.9648916721343994
0.9975269544184615,0.9599065780639648,1.0004401882230511,0.9628382921218872
0.9953368919597562,0.9577527046203613,0.9984330396489245,0.9608651399612427
0.9932285705228615,0.9556769132614136,0.9965014652574352,0.9589657187461853
0.9911961353814193,0.9536758661270142,0.9946416127567004,0.9571358561515808
0.9892355560695767,0.9517437219619751,0.9928486142887853,0.9553708434104919
0.9873417787700661,0.9498782753944397,0.991119519981226,0.953667938709259
0.9855125287738408,0.9480734467506409,0.9894493896268295,0.9520225524902344
0.9837425374108155,0.9463284611701965,0.9878359221014452,0.9504323601722717
0.9820297546353424,0.9446379542350769,0.9862749225651747,0.9488928914070129
0.9803702163457347,0.942999005317688,0.9847644559918567,0.9474026560783386
0.9787616255200032,0.9414095878601074,0.9833005280974124,0.9459574222564697
0.9772012124516953,0.9398658275604248,0.9818831293159103,0.944557249546051
0.9756875115199671,0.938370406627655,0.980508936435413,0.9432000517845154
0.9742176877624769,0.9369158744812012,0.9791749431906999,0.9418813586235046
0.9727891748857533,0.9355034828186035,0.9778796860672929,0.9406003355979919
0.9714005748345595,0.9341263175010681,0.9766216278391633,0.9393559694290161
0.9700498914183187,0.9327905178070068,0.9753985120688333,0.9381453394889832
0.9687350966205917,0.9314867854118347,0.974209213667267,0.9369673728942871
0.9674551337211843,0.9302182793617249,0.9730523204628801,0.9358211755752563
0.9662083491574138,0.9289812445640564,0.9719262627405095,0.9347046613693237
0.9649929441689253,0.9277762770652771,0.970830157471609,0.9336176514625549
0.9638085903556485,0.9265993237495422,0.9697619918996633,0.9325582385063171
0.9626534920711965,0.9254547357559204,0.9687209067511494,0.9315246343612671
0.9615266551426962,0.9243340492248535,0.9677053666114475,0.9305165410041809
0.9604268427063632,0.9232398867607117,0.9667148506515701,0.929532527923584
0.9593527071680201,0.9221721887588501,0.9657485984326717,0.9285717606544495
0.9583034763810183,0.9211288690567017,0.9648053262462493,0.9276333451271057
